order_id,order_date,customer_id,customer_type,region,sales_channel,product,category,quantity,unit_price,unit_cost,discount_pct,shipping_cost,payment_method,status
10392,2026-03-04,C1258,B2B,CZ-West,Sales Rep,Office Chair,Furniture,3.0,6051.0,4172.0,0.1,242.0,Card,Completed
10393,2026-05-06,C1094,B2B,CZ-East,Online,Printer,Office,,6732.0,4507.0,0.05,359.0,Invoice,Completed
10394,2026-07-02,C1197,B2C,CZ-East,Sales Rep,Laptop Pro 14,Electronics,6.0,,21348.0,0.0,341.0,Card,Cancelled
10395,2026-03-02,C1259,B2C,CZ-East,Partner,Laptop Pro 14,Electronics,1.0,29795.0,21815.0,0.0,179.0,Invoice,Completed
10396,2026-01-30,C1074,B2C,SK-East,Partner,Docking Station,Accessories,2.0,4235.0,2817.0,0.2,297.0,Invoice,Completed
10397,2026-01-24,C1207,B2B,SK-East,Online,Desk 180,Furniture,1.0,13028.0,9177.0,0.15,360.0,Invoice,Returned
10398,2026-03-28,C1299,B2B,,Sales Rep,Printer,Office,4.0,6908.0,,0.0,264.0,Bank Transfer,Completed
10399,2026-03-04,C1069,B2B,SK-East,Sales Rep,Office Chair,Furniture,5.0,5594.0,3846.0,0.0,556.0,Bank Transfer,Completed
10400,2026-01-24,C1207,B2C,CZ-East,Partner,Desk 140,Furniture,3.0,8995.0,6232.0,0.0,329.0,Invoice,Completed
10401,2026-04-28,C1295,B2B,CZ-West,Sales Rep,Monitor 27,Electronics,7.0,7605.0,5091.0,0.0,343.0,Bank Transfer,Completed
10402,2026-06-09,C1006,B2C,SK-West,Partner,Monitor 34,Electronics,2.0,14305.0,9298.0,0.15,280.0,Card,Completed
10403,2026-06-22,C1207,B2C,SK-West,Online,Webcam,Accessories,1.0,2316.0,1300.0,0.0,408.0,Invoice,Completed
10404,2026-01-07,C1115,B2B,SK-West,Partner,Paper Shredder,Office,1.0,3262.0,2043.0,0.1,310.0,Card,Returned
10405,2026-05-11,C1090,B2C,CZ-East,Sales Rep,Laptop Air 13,Electronics,3.0,20489.0,15267.0,0.0,173.0,Bank Transfer,Completed
10406,2026-05-25,C1085,B2B,CZ-Central,Partner,Executive Chair,Furniture,4.0,10573.0,7450.0,0.2,435.0,Card,Cancelled
10407,2026-04-29,C1209,B2C,CZ-West,Partner,Paper Shredder,Office,4.0,3521.0,1938.0,0.05,104.0,Invoice,Completed
10408,2026-03-19,C1124,B2C,SK-East,Sales Rep,Desk 140,Furniture,1.0,8709.0,5830.0,0.1,336.0,Invoice,Completed
10409,2026-01-01,C1193,B2C,SK-West,Sales Rep,Mouse,Accessories,5.0,1170.0,500.0,0.05,373.0,Card,Completed
10410,2026-05-07,C1274,B2C,SK-East,Online,Webcam,Accessories,5.0,2169.0,1373.0,0.15,,Card,Completed
10411,2026-06-10,C1156,B2C,CZ-East,Partner,Printer,Office,4.0,7697.0,5073.0,0.0,329.0,Card,Cancelled
10412,2026-03-21,C1001,B2B,SK-West,Partner,Monitor 27,Electronics,6.0,8364.0,5088.0,0.0,99.0,Card,Returned
10413,2026-02-17,C1177,B2C,SK-East,Sales Rep,Desk 140,Furniture,5.0,9026.0,5870.0,,428.0,Card,Completed
10414,2026-05-18,C1137,B2C,SK-West,Sales Rep,Keyboard,Accessories,4.0,1956.0,,0.0,55.0,Card,Completed
10415,2026-04-20,C1087,B2B,CZ-East,Sales Rep,Monitor 27,Electronics,2.0,8161.0,4928.0,0.15,21.0,Invoice,Completed
10416,2026-01-16,C1004,B2B,CZ-East,Partner,Office Chair,Furniture,7.0,6531.0,4052.0,0.1,442.0,Card,Completed
10417,2026-06-10,C1042,B2B,SK-East,Sales Rep,Monitor 27,Electronics,7.0,7325.0,5001.0,0.0,354.0,Card,Returned
10418,2026-02-02,C1119,B2C,SK-East,Partner,Bookshelf,Furniture,1.0,5522.0,3583.0,0.0,505.0,Invoice,Completed
10419,2026-04-12,C1233,B2B,CZ-West,Online,Laptop Air 13,Electronics,6.0,22488.0,16758.0,0.0,391.0,Card,Completed
10420,2026-04-30,C1079,B2B,CZ-West,Sales Rep,Webcam,Accessories,7.0,2382.0,1319.0,0.0,383.0,Invoice,Completed
10421,2026-07-16,C1001,B2B,SK-West,Sales Rep,Docking Station,Accessories,6.0,4121.0,2529.0,0.0,540.0,Card,Completed
10422,2026-01-04,C1252,B2B,CZ-Central,Partner,Desk 140,Furniture,7.0,9734.0,6054.0,0.0,369.0,Bank Transfer,Completed
10423,2026-02-28,C1135,B2B,SK-West,Partner,Monitor 34,Electronics,6.0,13221.0,9869.0,0.05,298.0,Bank Transfer,Completed
10424,2026-02-12,C1091,B2B,CZ-East,Partner,Monitor 27,Electronics,1.0,8397.0,5042.0,0.0,216.0,Card,Completed
10425,2026-06-18,C1160,B2B,CZ-West,Partner,Monitor 34,Electronics,4.0,13724.0,9961.0,0.1,204.0,Invoice,Completed
10426,2026-02-19,C1273,B2B,CZ-East,Online,Mouse,Accessories,3.0,1191.0,555.0,0.0,153.0,Invoice,Completed
10427,2026-01-18,C1047,B2B,SK-East,Online,Paper Shredder,Office,4.0,3186.0,1854.0,0.0,368.0,Invoice,Completed
10428,2026-02-22,C1264,B2B,SK-East,Sales Rep,Monitor 34,Electronics,3.0,15613.0,9831.0,0.0,363.0,Invoice,Completed
10429,2026-03-14,C1237,B2C,CZ-West,Online,Laptop Pro 14,Electronics,7.0,28814.0,22553.0,0.05,383.0,Invoice,Completed
10430,2026-07-28,C1111,B2C,SK-West,Sales Rep,Monitor 27,Electronics,3.0,7059.0,5490.0,0.0,658.0,Bank Transfer,Completed
10431,2026-01-09,C1180,B2B,CZ-Central,Sales Rep,Desk 180,Furniture,2.0,14036.0,9180.0,0.1,410.0,Card,Completed
10432,2026-01-09,C1161,B2B,CZ-West,Online,Laptop Pro 14,Electronics,4.0,29130.0,19814.0,0.05,487.0,Bank Transfer,Completed
10433,2026-05-21,C1131,B2C,SK-West,Partner,Monitor 34,Electronics,6.0,13163.0,10212.0,0.1,603.0,Invoice,Cancelled
10434,2026-03-22,C1169,B2C,SK-West,Partner,Printer,Office,6.0,7201.0,4924.0,0.0,302.0,Card,Completed
10435,2026-06-22,C1239,B2C,SK-East,Online,Desk 180,Furniture,6.0,11858.0,8346.0,0.1,307.0,Invoice,Completed
10436,2026-05-19,C1287,B2C,SK-West,Sales Rep,Executive Chair,Furniture,5.0,11619.0,8016.0,0.0,520.0,Bank Transfer,Completed
10437,2026-02-09,C1256,B2C,SK-East,Partner,Docking Station,Accessories,1.0,4141.0,2907.0,0.1,321.0,Card,Completed
10438,2026-06-30,C1111,B2B,CZ-East,Online,Monitor 34,Electronics,1.0,13759.0,9180.0,0.1,166.0,Card,Completed
10439,2026-07-14,C1049,B2C,CZ-West,Sales Rep,Laptop Pro 14,Electronics,2.0,25549.0,20235.0,0.0,173.0,Invoice,Cancelled
10440,2026-02-16,C1120,,SK-West,Partner,Office Chair,Furniture,3.0,6409.0,3921.0,0.2,173.0,Bank Transfer,Returned
10441,2026-04-14,C1211,B2B,SK-East,Online,Mouse,Accessories,4.0,1147.0,518.0,0.2,135.0,Invoice,Completed
10442,2026-03-16,C1186,B2C,CZ-West,Online,Monitor 34,Electronics,4.0,13014.0,9319.0,0.0,195.0,Invoice,Completed
10443,2026-01-05,C1046,B2C,CZ-East,Online,Laptop Pro 14,Electronics,6.0,29935.0,21278.0,0.05,386.0,Card,Completed
10444,2026-02-27,C1135,B2C,SK-West,Sales Rep,Laptop Pro 14,Electronics,2.0,27408.0,22058.0,0.0,384.0,Bank Transfer,Cancelled
10445,2026-06-17,C1170,B2B,CZ-Central,Partner,Monitor 34,Electronics,7.0,13816.0,10344.0,0.0,409.0,Bank Transfer,Completed
10446,2026-01-31,C1167,B2B,CZ-East,Partner,Keyboard,Accessories,5.0,2224.0,965.0,0.05,258.0,Bank Transfer,Completed
10447,2026-02-26,C1098,B2C,CZ-East,Sales Rep,Keyboard,Accessories,1.0,1814.0,913.0,0.0,712.0,Bank Transfer,Completed
10448,2026-01-17,C1107,B2C,SK-East,Sales Rep,Keyboard,Accessories,4.0,2048.0,969.0,0.1,295.0,Bank Transfer,Completed
10449,2026-05-08,C1287,B2B,CZ-Central,Sales Rep,Laptop Air 13,Electronics,1.0,21639.0,15566.0,0.1,70.0,Bank Transfer,Completed
10450,2026-07-16,C1043,B2B,SK-West,Partner,Keyboard,Accessories,3.0,1893.0,1026.0,0.0,382.0,Bank Transfer,Completed
10451,2026-04-09,C1008,B2B,CZ-East,Online,Laptop Pro 14,Electronics,6.0,29847.0,22333.0,0.2,193.0,Card,Completed
10452,2026-05-21,C1174,B2C,SK-West,Sales Rep,Desk 140,Furniture,4.0,7911.0,5869.0,0.0,575.0,Card,Completed
10453,2026-07-20,C1005,B2C,CZ-East,Online,Monitor 27,Electronics,2.0,7674.0,5522.0,0.25,421.0,Invoice,Completed
10454,2026-05-02,C1252,B2C,CZ-East,Sales Rep,Laptop Pro 14,Electronics,7.0,27070.0,22118.0,0.0,275.0,Invoice,Completed
10455,2026-07-14,C1186,B2B,CZ-West,Partner,Printer,Office,7.0,6556.0,4730.0,0.0,376.0,Invoice,Returned
10456,2026-02-19,C1207,B2C,,Sales Rep,Desk 180,Furniture,4.0,13789.0,8639.0,0.15,,Card,Completed
10457,2026-07-01,C1115,B2B,,Partner,Printer,Office,2.0,6813.0,4638.0,0.05,440.0,Bank Transfer,Completed
10458,2026-07-01,C1074,B2C,SK-West,Partner,Monitor 34,Electronics,7.0,15688.0,9730.0,0.0,520.0,Card,Completed
10459,2026-07-11,C1159,B2B,CZ-Central,Sales Rep,Laptop Air 13,Electronics,5.0,20083.0,16342.0,0.0,579.0,Bank Transfer,Completed
10460,2026-03-26,C1097,B2C,SK-East,Online,Desk 140,Furniture,,9363.0,5902.0,0.0,216.0,Card,Cancelled
10461,2026-02-14,C1027,B2C,SK-East,Partner,Keyboard,Accessories,6.0,1901.0,964.0,0.0,150.0,Invoice,Completed
10462,2026-01-10,C1101,B2B,CZ-East,Online,Laptop Air 13,Electronics,5.0,20464.0,16674.0,0.0,364.0,Card,Returned
10463,2026-02-27,C1103,B2C,SK-East,Sales Rep,Webcam,Accessories,7.0,2216.0,1321.0,0.0,365.0,Card,Cancelled
10464,2026-05-31,C1206,B2B,SK-East,Sales Rep,Office Chair,Furniture,2.0,6320.0,4093.0,0.0,328.0,Bank Transfer,Completed
10465,2026-04-03,C1174,B2B,CZ-East,Online,Executive Chair,Furniture,1.0,10891.0,6889.0,0.0,408.0,Invoice,Completed
10466,2026-07-05,C1072,B2B,SK-West,Online,Webcam,Accessories,7.0,2446.0,1333.0,0.0,107.0,Invoice,Completed
10467,2026-03-13,C1054,B2B,CZ-East,Sales Rep,Desk 180,Furniture,1.0,12095.0,8367.0,0.15,659.0,Card,Completed
10468,2026-06-17,C1056,B2C,CZ-East,Online,Office Chair,Furniture,2.0,6082.0,3798.0,0.0,375.0,Bank Transfer,Completed
10469,2026-04-26,C1075,B2C,CZ-West,Sales Rep,Monitor 34,Electronics,5.0,14641.0,10110.0,0.1,119.0,Card,Completed
10470,2026-06-03,C1194,B2C,,Sales Rep,Paper Shredder,Office,6.0,3411.0,1930.0,,488.0,Card,Completed
10471,2026-05-15,C1163,B2B,SK-East,Partner,Bookshelf,Furniture,2.0,5318.0,3598.0,0.15,313.0,Bank Transfer,Completed
10472,2026-05-27,C1102,B2B,CZ-Central,Sales Rep,Bookshelf,Furniture,1.0,5356.0,3834.0,0.0,263.0,Card,Returned
10473,2026-07-19,C1200,B2B,CZ-Central,Online,Docking Station,Accessories,2.0,4042.0,2610.0,0.15,508.0,Invoice,Completed
10474,2026-03-31,C1062,B2B,CZ-West,Partner,Mouse,Accessories,6.0,1034.0,498.0,0.0,175.0,Bank Transfer,Completed
10475,2026-05-26,C1273,B2C,CZ-West,Online,Bookshelf,Furniture,6.0,5699.0,3544.0,0.3,424.0,Card,Returned
10476,2026-04-02,C1100,B2B,CZ-Central,Partner,Docking Station,Accessories,5.0,3855.0,2613.0,0.0,163.0,Card,Completed
10477,2026-04-24,C1276,B2B,CZ-West,Partner,Office Chair,Furniture,7.0,6087.0,3792.0,0.0,225.0,,Completed
10478,2026-04-02,C1100,B2C,CZ-East,Partner,Printer,Office,2.0,7005.0,4868.0,0.3,633.0,Bank Transfer,Completed
10479,2026-05-19,C1167,B2B,SK-West,Sales Rep,Executive Chair,Furniture,4.0,12733.0,7710.0,0.0,416.0,Invoice,Completed
10480,2026-03-08,C1095,B2B,SK-East,Sales Rep,Office Chair,Furniture,3.0,6560.0,3850.0,0.05,347.0,Bank Transfer,Cancelled
10481,2026-03-08,C1145,B2B,SK-East,Sales Rep,Webcam,Accessories,4.0,2307.0,1333.0,0.15,347.0,Card,Completed
10482,2026-06-19,C1015,B2B,CZ-West,Sales Rep,Office Chair,Furniture,4.0,5930.0,3925.0,0.1,318.0,Card,Completed
10483,2026-01-05,C1150,B2B,CZ-East,Partner,Mouse,Accessories,1.0,1005.0,500.0,0.1,297.0,Card,Completed
10484,2026-04-18,C1023,B2B,SK-East,Online,Mouse,Accessories,4.0,1093.0,528.0,0.1,400.0,Bank Transfer,Completed
10485,2026-04-02,C1142,B2C,CZ-East,Online,Keyboard,Accessories,4.0,1967.0,976.0,0.15,469.0,Card,Completed
10486,2026-05-15,C1213,B2B,SK-East,Sales Rep,Office Chair,Furniture,2.0,5893.0,3888.0,0.05,10.0,Bank Transfer,Completed
10487,2026-04-07,C1288,B2B,CZ-East,Sales Rep,Desk 140,Furniture,7.0,8460.0,5463.0,0.0,265.0,Bank Transfer,Completed
10488,2026-07-16,C1104,B2B,CZ-East,Partner,Webcam,Accessories,5.0,2347.0,1353.0,0.0,205.0,Invoice,Returned
10489,2026-01-22,C1040,B2C,CZ-East,Sales Rep,Desk 140,Furniture,7.0,8491.0,5811.0,0.0,73.0,Invoice,Cancelled
10490,2026-07-28,C1204,B2B,CZ-West,Partner,Keyboard,Accessories,4.0,1964.0,987.0,0.0,579.0,Invoice,Completed
10491,2026-05-10,C1223,B2C,CZ-Central,Partner,Laptop Air 13,Electronics,1.0,21939.0,16767.0,0.0,230.0,Invoice,Completed
10492,2026-01-14,C1101,B2B,CZ-West,Partner,Mouse,Accessories,4.0,1164.0,505.0,0.0,230.0,Card,Returned
10493,2026-02-08,C1004,B2C,SK-West,Partner,Office Chair,Furniture,3.0,6576.0,3853.0,0.0,183.0,Card,Cancelled
10494,2026-03-28,C1212,B2B,CZ-East,Online,Executive Chair,Furniture,2.0,11148.0,7415.0,0.1,348.0,Bank Transfer,Completed
10495,2026-07-02,C1161,B2B,CZ-East,Sales Rep,Printer,Office,4.0,7018.0,4628.0,0.15,62.0,Invoice,Completed
10496,2026-04-07,C1084,B2B,CZ-West,Online,Monitor 34,Electronics,6.0,13570.0,10370.0,0.1,203.0,Bank Transfer,Completed
10497,2026-06-27,C1021,B2C,SK-East,Partner,Laptop Pro 14,Electronics,5.0,29691.0,20260.0,0.2,395.0,Invoice,Completed
10498,2026-04-18,C1166,B2C,CZ-West,Partner,Keyboard,Accessories,6.0,1783.0,976.0,0.0,469.0,Bank Transfer,Cancelled
10499,2026-04-11,C1242,B2C,SK-East,Partner,Office Chair,Furniture,1.0,5802.0,3820.0,0.0,367.0,Card,Completed
10500,2026-07-23,C1280,B2B,SK-East,Partner,Desk 180,Furniture,1.0,11803.0,9739.0,0.25,374.0,Invoice,Completed
10501,2026-07-28,C1181,B2C,SK-East,Sales Rep,Executive Chair,Furniture,7.0,12487.0,7775.0,0.0,499.0,Bank Transfer,Completed
10502,2026-02-06,C1056,B2C,CZ-Central,Sales Rep,Docking Station,Accessories,5.0,4280.0,2613.0,0.0,396.0,Invoice,Completed
10503,2026-01-27,C1166,B2C,SK-West,Online,Monitor 34,Electronics,3.0,14836.0,9665.0,0.05,362.0,Card,Returned
10504,2026-02-28,C1226,B2B,CZ-East,Partner,Printer,Office,1.0,7471.0,4927.0,0.25,561.0,Invoice,Completed
10505,2026-05-10,C1017,B2B,SK-East,Online,Laptop Pro 14,Electronics,5.0,27705.0,21758.0,0.0,593.0,Invoice,Cancelled
10506,2026-05-16,C1077,B2B,SK-East,Online,Laptop Air 13,Electronics,7.0,20637.0,17323.0,0.15,404.0,Invoice,Completed
10507,2026-06-20,C1038,B2B,SK-East,Partner,Executive Chair,Furniture,7.0,11294.0,7281.0,0.2,351.0,Bank Transfer,Completed
10508,2026-04-27,C1071,B2C,SK-East,Partner,Printer,Office,2.0,7507.0,4650.0,0.3,388.0,Bank Transfer,Completed
10509,2026-04-13,C1222,B2C,SK-West,Sales Rep,Desk 180,Furniture,5.0,14070.0,8768.0,0.05,477.0,Card,Completed
10510,2026-06-13,C1121,B2C,CZ-West,Online,Office Chair,Furniture,5.0,6022.0,3775.0,0.0,,Invoice,Completed
10511,2026-02-05,C1217,B2C,CZ-Central,Online,Monitor 34,Electronics,3.0,14228.0,9648.0,0.0,286.0,Card,Completed
10512,2026-01-23,C1044,B2C,CZ-East,Online,Office Chair,Furniture,6.0,6497.0,3828.0,0.0,557.0,Card,Returned
10513,2026-04-19,C1196,B2B,CZ-West,Partner,Monitor 34,Electronics,2.0,12587.0,9461.0,0.0,330.0,Invoice,Returned
10514,2026-06-13,C1165,B2C,CZ-East,Sales Rep,Bookshelf,Furniture,6.0,5537.0,3438.0,0.0,219.0,Bank Transfer,Cancelled
10515,2026-02-04,C1111,B2C,SK-West,Partner,Bookshelf,Furniture,4.0,5713.0,3167.0,0.0,325.0,Bank Transfer,Cancelled
10516,2026-03-02,C1071,B2B,CZ-Central,Sales Rep,Laptop Pro 14,Electronics,1.0,28809.0,21925.0,0.0,187.0,Card,Completed
10517,2026-02-09,C1041,B2C,SK-East,Online,Executive Chair,Furniture,4.0,11234.0,7465.0,0.0,,Bank Transfer,Returned
10518,2026-01-02,C1137,B2B,CZ-Central,Online,Executive Chair,Furniture,4.0,12991.0,7911.0,0.0,200.0,Card,Cancelled
10519,2026-07-11,C1032,B2C,CZ-West,Online,Desk 180,Furniture,4.0,13768.0,8871.0,0.05,242.0,Invoice,Completed
10520,2026-05-07,C1201,,CZ-Central,Online,Webcam,Accessories,5.0,2475.0,1290.0,0.0,332.0,Invoice,Returned
10521,2026-03-30,C1124,B2C,CZ-West,Sales Rep,Desk 180,Furniture,5.0,12553.0,9596.0,0.0,367.0,Bank Transfer,Cancelled
10522,2026-07-08,C1281,B2B,CZ-West,Sales Rep,Webcam,Accessories,2.0,2465.0,1291.0,0.05,423.0,Bank Transfer,Completed
10523,2026-02-19,C1248,B2C,CZ-Central,Sales Rep,Paper Shredder,Office,5.0,2777.0,1785.0,0.05,254.0,Invoice,Completed
10524,2026-03-10,C1260,B2C,CZ-Central,Partner,Keyboard,Accessories,6.0,1821.0,1008.0,0.05,280.0,Invoice,Completed
10525,2026-02-26,C1107,B2B,CZ-West,Partner,Laptop Pro 14,Electronics,1.0,27035.0,20610.0,0.15,355.0,Bank Transfer,Returned
10526,2026-06-15,C1115,B2C,CZ-West,Online,Desk 140,Furniture,4.0,8874.0,5986.0,0.0,537.0,Invoice,Completed
10527,2026-04-19,C1263,B2C,CZ-Central,Sales Rep,Bookshelf,Furniture,7.0,5030.0,3700.0,0.0,424.0,Invoice,Cancelled
10528,2026-06-04,C1009,B2C,CZ-West,Partner,Monitor 34,Electronics,1.0,14160.0,9944.0,0.15,482.0,Invoice,Returned
10529,2026-02-19,C1165,B2C,CZ-East,Online,Printer,Office,7.0,6971.0,4439.0,0.05,111.0,Card,Completed
10530,2026-03-29,C1124,B2C,SK-West,Sales Rep,Desk 140,Furniture,7.0,8996.0,6566.0,0.0,261.0,Card,Completed
10531,2026-02-27,C1294,B2B,SK-West,Online,Office Chair,Furniture,5.0,6186.0,3741.0,0.0,169.0,Card,Completed
10532,2026-03-14,C1110,B2C,SK-West,Partner,Desk 180,Furniture,2.0,12305.0,8812.0,0.1,377.0,Invoice,Completed
10533,2026-02-27,C1244,B2C,CZ-East,Partner,Laptop Pro 14,Electronics,7.0,29268.0,21727.0,0.1,472.0,Bank Transfer,Completed
10534,2026-01-19,C1092,B2C,SK-East,Online,Keyboard,Accessories,7.0,1864.0,1075.0,0.15,362.0,Invoice,Completed
10535,2026-01-16,C1203,B2C,SK-West,Online,Executive Chair,Furniture,5.0,12084.0,7443.0,0.2,375.0,Bank Transfer,Completed
10536,2026-01-16,C1010,B2B,CZ-East,Online,Paper Shredder,Office,5.0,3211.0,1851.0,0.05,173.0,Card,Cancelled
10537,2026-04-02,C1054,B2C,SK-East,Sales Rep,Paper Shredder,Office,2.0,3014.0,1925.0,0.05,253.0,Bank Transfer,Completed
10538,2026-06-06,C1045,B2C,CZ-East,Online,Desk 180,Furniture,3.0,13740.0,8434.0,0.0,222.0,Card,Returned
10539,2026-04-09,C1096,B2C,CZ-East,Online,Desk 180,Furniture,6.0,12697.0,8840.0,0.05,215.0,Card,Completed
10540,2026-06-08,C1260,B2B,CZ-East,Online,Webcam,Accessories,5.0,2358.0,1210.0,0.05,430.0,Card,Completed
10541,2026-02-27,C1134,B2C,CZ-Central,Online,Mouse,Accessories,2.0,1022.0,515.0,0.05,221.0,Invoice,Completed
10542,2026-07-25,C1104,B2B,CZ-East,Partner,Monitor 27,Electronics,2.0,,5198.0,0.0,192.0,Invoice,Cancelled
10543,2026-02-15,C1093,B2C,CZ-West,Sales Rep,Monitor 27,Electronics,6.0,7022.0,4999.0,0.1,323.0,Bank Transfer,Returned
10544,2026-03-27,C1246,B2C,CZ-East,Sales Rep,Paper Shredder,Office,7.0,3043.0,1976.0,0.0,224.0,Card,Completed
10545,2026-05-02,C1122,B2C,CZ-West,Sales Rep,Docking Station,Accessories,1.0,4399.0,2564.0,0.15,277.0,Card,Cancelled
10546,2026-06-29,C1210,B2B,SK-West,Partner,Laptop Pro 14,Electronics,2.0,29769.0,21501.0,0.0,345.0,Invoice,Cancelled
10547,2026-01-10,C1228,B2C,SK-West,Online,Webcam,Accessories,3.0,2636.0,1316.0,0.0,466.0,Bank Transfer,Returned
10548,2026-03-31,C1050,,CZ-Central,Sales Rep,Monitor 34,Electronics,6.0,14535.0,9662.0,0.1,341.0,Invoice,Returned
10549,2026-07-25,C1133,B2C,CZ-East,Sales Rep,Office Chair,Furniture,7.0,5565.0,3828.0,0.0,536.0,Card,Completed
10550,2026-04-09,C1019,B2B,SK-East,Sales Rep,Mouse,Accessories,6.0,1150.0,538.0,0.15,366.0,Bank Transfer,Completed
10551,2026-04-17,C1044,B2C,CZ-West,Partner,Laptop Pro 14,Electronics,3.0,29867.0,21301.0,0.0,172.0,Bank Transfer,Returned
10552,2026-02-22,C1037,B2B,SK-West,Online,Printer,Office,2.0,7724.0,4621.0,0.0,243.0,Invoice,Cancelled
10553,2026-06-06,C1204,B2B,CZ-Central,Sales Rep,Mouse,Accessories,6.0,1027.0,519.0,0.05,438.0,Invoice,Completed
10554,2026-04-26,C1275,B2B,SK-East,Online,Keyboard,Accessories,1.0,1820.0,939.0,0.05,101.0,Card,Completed
10555,2026-03-18,C1144,B2B,CZ-West,Partner,Laptop Pro 14,Electronics,2.0,27090.0,20996.0,0.0,533.0,Invoice,Completed
10556,2026-07-01,C1161,,CZ-West,Sales Rep,Office Chair,Furniture,4.0,5889.0,3891.0,0.0,344.0,Invoice,Completed
10557,2026-05-29,C1193,B2C,CZ-West,Sales Rep,Executive Chair,Furniture,1.0,12004.0,7575.0,0.0,330.0,Bank Transfer,Completed
10558,2026-06-08,C1065,B2C,CZ-Central,Partner,Laptop Air 13,Electronics,2.0,22645.0,15944.0,0.2,444.0,Invoice,Cancelled
10559,2026-03-08,C1224,B2C,CZ-Central,Partner,Monitor 27,Electronics,5.0,7851.0,5107.0,0.05,341.0,Invoice,Completed
10560,2026-02-18,C1170,B2B,CZ-West,Online,Keyboard,Accessories,2.0,1793.0,937.0,0.15,334.0,Bank Transfer,Completed
10561,2026-04-08,C1244,B2B,CZ-East,Online,Keyboard,Accessories,4.0,,972.0,0.05,475.0,Bank Transfer,Completed
10562,2026-07-01,C1216,B2C,SK-East,Sales Rep,Desk 180,Furniture,4.0,13179.0,9155.0,0.0,471.0,Invoice,Completed
10563,2026-05-31,C1082,B2C,CZ-West,Partner,Mouse,Accessories,4.0,1148.0,532.0,0.0,271.0,Bank Transfer,Cancelled
10564,2026-06-14,C1052,B2B,SK-West,Partner,Bookshelf,Furniture,7.0,5973.0,3376.0,0.1,549.0,Invoice,Completed
10565,2026-01-03,C1036,B2C,CZ-East,Online,Docking Station,Accessories,6.0,3972.0,2695.0,0.0,355.0,Bank Transfer,Completed
10566,2026-05-05,C1111,B2C,CZ-West,Partner,Keyboard,Accessories,1.0,1863.0,974.0,0.1,634.0,Card,Completed
10567,2026-01-19,C1284,B2C,CZ-East,Online,Printer,Office,1.0,7237.0,4691.0,0.0,304.0,Invoice,Completed
10568,2026-07-16,C1061,B2B,SK-East,Sales Rep,Keyboard,Accessories,6.0,1986.0,932.0,0.0,75.0,Bank Transfer,Completed
10569,2026-02-21,C1208,B2C,SK-West,Online,Office Chair,Furniture,4.0,5974.0,3926.0,0.05,182.0,Bank Transfer,Cancelled
10570,2026-05-06,C1038,B2C,SK-East,Online,Mouse,Accessories,2.0,1206.0,545.0,0.0,182.0,Card,Returned
10571,2026-03-24,C1299,B2C,SK-West,Online,Printer,Office,5.0,7661.0,,0.0,287.0,Bank Transfer,Completed
10572,2026-07-27,C1267,B2B,SK-East,Partner,Monitor 34,Electronics,4.0,13926.0,9663.0,0.05,201.0,,Returned
10573,2026-05-01,C1263,B2B,CZ-East,Online,Webcam,Accessories,3.0,2685.0,1330.0,0.0,0.0,Bank Transfer,Cancelled
10574,2026-07-03,C1296,B2B,SK-West,Online,Webcam,Accessories,3.0,2450.0,1344.0,0.15,260.0,Invoice,Completed
10575,2026-07-04,C1142,B2B,CZ-Central,Sales Rep,Executive Chair,Furniture,5.0,11570.0,7196.0,0.05,235.0,Invoice,Cancelled
10576,2026-05-20,C1263,B2C,SK-East,Sales Rep,Desk 140,Furniture,6.0,8891.0,6090.0,0.3,0.0,Bank Transfer,Completed
10577,2026-06-30,C1016,B2B,CZ-East,Sales Rep,Mouse,Accessories,3.0,1056.0,551.0,0.05,426.0,Invoice,Returned
10578,2026-05-19,C1187,B2B,SK-East,Online,Desk 140,Furniture,5.0,7891.0,5779.0,0.0,168.0,Bank Transfer,Cancelled
10579,2026-02-21,C1108,B2C,CZ-Central,Online,Office Chair,Furniture,1.0,6647.0,3963.0,0.0,180.0,Card,Completed
10580,2026-01-03,C1242,B2B,CZ-West,Online,Laptop Pro 14,Electronics,3.0,30465.0,21940.0,0.05,323.0,Invoice,Cancelled
10581,2026-05-03,C1123,B2B,SK-East,Partner,Paper Shredder,Office,3.0,3433.0,1789.0,0.1,246.0,Card,Completed
10582,2026-06-17,C1060,B2C,CZ-Central,Online,Keyboard,Accessories,2.0,1958.0,946.0,0.05,194.0,Bank Transfer,Completed
10583,2026-06-29,C1211,B2C,CZ-East,Partner,,Accessories,2.0,1011.0,495.0,0.0,258.0,Bank Transfer,Completed
10584,2026-03-13,C1196,B2B,SK-West,Partner,Desk 140,Furniture,2.0,8611.0,6166.0,0.0,281.0,Invoice,Completed
10585,2026-05-28,C1120,B2C,CZ-West,Online,Printer,Office,6.0,7388.0,4805.0,0.0,166.0,Card,Cancelled
10586,2026-06-14,C1160,B2C,CZ-East,Sales Rep,Office Chair,Furniture,4.0,6667.0,3948.0,0.15,28.0,Card,Completed
10587,2026-05-08,C1130,B2C,SK-East,Online,Keyboard,Accessories,6.0,1989.0,942.0,0.0,307.0,Card,Returned
10588,2026-03-06,C1285,B2C,CZ-West,Online,Office Chair,Furniture,5.0,6645.0,3916.0,0.0,313.0,Card,Completed
